rotulo,esq_x0,esq_y0,esq_z0,esq_x1,esq_y1,esq_z1,esq_x2,esq_y2,esq_z2,esq_x3,esq_y3,esq_z3,esq_x4,esq_y4,esq_z4,esq_x5,esq_y5,esq_z5,esq_x6,esq_y6,esq_z6,esq_x7,esq_y7,esq_z7,esq_x8,esq_y8,esq_z8,esq_x9,esq_y9,esq_z9,esq_x10,esq_y10,esq_z10,esq_x11,esq_y11,esq_z11,esq_x12,esq_y12,esq_z12,esq_x13,esq_y13,esq_z13,esq_x14,esq_y14,esq_z14,esq_x15,esq_y15,esq_z15,esq_x16,esq_y16,esq_z16,esq_x17,esq_y17,esq_z17,esq_x18,esq_y18,esq_z18,esq_x19,esq_y19,esq_z19,esq_x20,esq_y20,esq_z20,dir_x0,dir_y0,dir_z0,dir_x1,dir_y1,dir_z1,dir_x2,dir_y2,dir_z2,dir_x3,dir_y3,dir_z3,dir_x4,dir_y4,dir_z4,dir_x5,dir_y5,dir_z5,dir_x6,dir_y6,dir_z6,dir_x7,dir_y7,dir_z7,dir_x8,dir_y8,dir_z8,dir_x9,dir_y9,dir_z9,dir_x10,dir_y10,dir_z10,dir_x11,dir_y11,dir_z11,dir_x12,dir_y12,dir_z12,dir_x13,dir_y13,dir_z13,dir_x14,dir_y14,dir_z14,dir_x15,dir_y15,dir_z15,dir_x16,dir_y16,dir_z16,dir_x17,dir_y17,dir_z17,dir_x18,dir_y18,dir_z18,dir_x19,dir_y19,dir_z19,dir_x20,dir_y20,dir_z20
1,0.0,0.0,0.0,-0.2629104483722925,-0.11846493023577273,-0.08657056730755054,-0.4349917722246749,-0.33458373347128456,-0.16229579818568574,-0.4699081494717954,-0.4956052983114721,-0.23073795050578028,-0.464510210019857,-0.6227845707675423,-0.3000473994177514,-0.3870491324445773,-0.9505641092347714,-0.15504972417172924,-0.472183618144528,-1.4964488449187205,-0.23902810793826407,-0.5126119734833625,-1.83676202551571,-0.3014834492220482,-0.5422570472099234,-2.1010147484590824,-0.34608148736228694,-0.1743136965275254,-0.9846901721876328,-0.16821655631799817,-0.12609955196261308,-1.3939370584676085,-0.22652985425267835,-0.07231740450912018,-1.5803365302576358,-0.2624700929502264,-0.015083599156371476,-1.7162228517651807,-0.29411314270734773,0.024204369784706605,-0.9349623635843031,-0.18778276080057976,0.0755588865432081,-1.2745614766519995,-0.23819770193470882,0.12871945710838897,-1.472800745010594,-0.2408581960512915,0.18380575575047892,-1.6135081826177238,-0.24646044782641804,0.20180198132856203,-0.8349716929921845,-0.21578117375385406,0.26043342303390987,-1.1126872740748848,-0.25638558038668813,0.2999176445178577,-1.2717880834532698,-0.23597535736669728,0.33766145071453185,-1.385858879473269,-0.21443680654058322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.2629104483722925,-0.11846493023577273,-0.08657056730755054,0.4349917722246749,-0.33458373347128456,-0.16229579818568574,0.4699081494717954,-0.4956052983114721,-0.23073795050578028,0.464510210019857,-0.6227845707675423,-0.3000473994177514,0.3870491324445773,-0.9505641092347714,-0.15504972417172924,0.472183618144528,-1.4964488449187205,-0.23902810793826407,0.5126119734833625,-1.83676202551571,-0.3014834492220482,0.5422570472099234,-2.1010147484590824,-0.34608148736228694,0.1743136965275254,-0.9846901721876328,-0.16821655631799817,0.12609955196261308,-1.3939370584676085,-0.22652985425267835,0.07231740450912018,-1.5803365302576358,-0.2624700929502264,0.015083599156371476,-1.7162228517651807,-0.29411314270734773,-0.024204369784706605,-0.9349623635843031,-0.18778276080057976,-0.0755588865432081,-1.2745614766519995,-0.23819770193470882,-0.12871945710838897,-1.472800745010594,-0.2408581960512915,-0.18380575575047892,-1.6135081826177238,-0.24646044782641804,-0.20180198132856203,-0.8349716929921845,-0.21578117375385406,-0.26043342303390987,-1.1126872740748848,-0.25638558038668813,-0.2999176445178577,-1.2717880834532698,-0.23597535736669728,-0.33766145071453185,-1.385858879473269,-0.21443680654058322
1,0.0,0.0,0.0,-0.2732436484576267,-0.10731391684108267,-0.08633328216022003,-0.4505118555824411,-0.33162530858644135,-0.15951774842868646,-0.46904376398359443,-0.5012941024597983,-0.23046280556104207,-0.4460767307357402,-0.6303368966833732,-0.3010406168197608,-0.39222250965964256,-0.9452671474204855,-0.1598216440995862,-0.4794270906814427,-1.5300274424715923,-0.2441707070998226,-0.5194631553869394,-1.8833337867717144,-0.30389500828794364,-0.5553390163848199,-2.154895227818252,-0.3481691457553103,-0.17041168739257426,-0.9853729531502352,-0.17132118515571637,-0.12265930056887706,-1.3051951829798798,-0.26046454348897136,-0.07591832705342934,-1.268712541379682,-0.2885011722362343,-0.04440010087530204,-1.2035784676852657,-0.30112457136797843,0.03684179102944306,-0.9354791462774928,-0.18698917376336244,0.07813521565045849,-1.1678939733626303,-0.26141878684527425,0.10674958729700611,-1.125688524815755,-0.24048944650713236,0.12408275867259258,-1.0467009188688705,-0.21713188879194817,0.21761018898017478,-0.8428030955268548,-0.21040236426419776,0.2558740904606908,-1.0481570575491683,-0.25547942896459375,0.26446874518868685,-1.004986015883891,-0.2162464810057791,0.2673867500730135,-0.9229082424275914,-0.17372576596883235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.2732436484576267,-0.10731391684108267,-0.08633328216022003,0.4505118555824411,-0.33162530858644135,-0.15951774842868646,0.46904376398359443,-0.5012941024597983,-0.23046280556104207,0.4460767307357402,-0.6303368966833732,-0.3010406168197608,0.39222250965964256,-0.9452671474204855,-0.1598216440995862,0.4794270906814427,-1.5300274424715923,-0.2441707070998226,0.5194631553869394,-1.8833337867717144,-0.30389500828794364,0.5553390163848199,-2.154895227818252,-0.3481691457553103,0.17041168739257426,-0.9853729531502352,-0.17132118515571637,0.12265930056887706,-1.3051951829798798,-0.26046454348897136,0.07591832705342934,-1.268712541379682,-0.2885011722362343,0.04440010087530204,-1.2035784676852657,-0.30112457136797843,-0.03684179102944306,-0.9354791462774928,-0.18698917376336244,-0.07813521565045849,-1.1678939733626303,-0.26141878684527425,-0.10674958729700611,-1.125688524815755,-0.24048944650713236,-0.12408275867259258,-1.0467009188688705,-0.21713188879194817,-0.21761018898017478,-0.8428030955268548,-0.21040236426419776,-0.2558740904606908,-1.0481570575491683,-0.25547942896459375,-0.26446874518868685,-1.004986015883891,-0.2162464810057791,-0.2673867500730135,-0.9229082424275914,-0.17372576596883235
1,0.0,0.0,0.0,-0.3126375124261574,-0.16620564463503554,-0.006610438875351708,-0.5425844941630027,-0.4343913606614624,-0.035997752069395504,-0.5925953935657027,-0.6836041519247017,-0.07914990753489376,-0.5094906186830969,-0.8497368006649073,-0.12025987939910858,-0.4796515190076422,-0.9028742073655056,-0.02307165384490692,-0.5331554071555344,-1.343511973940928,-0.06552346739505249,-0.563604307927716,-1.6350891193274668,-0.10655573561736219,-0.598087208171792,-1.8673872898249433,-0.14445860993713622,-0.2915350901384885,-0.9565601346585291,-0.061540168904122165,-0.2856275293659608,-1.2213901422851845,-0.1299050909547595,-0.26730555976366344,-1.0829565818839397,-0.15301350163775887,-0.25302029318492075,-0.9052527320373694,-0.15496325052615442,-0.10389478675618802,-0.933553811212705,-0.09898008347038897,-0.10975188123105553,-1.1517607700617274,-0.14916250820620766,-0.10494736953595701,-1.0401617622573842,-0.11870423887653636,-0.09499078956008852,-0.8717016559322328,-0.08645994511856822,0.06628658079272953,-0.8630127412904468,-0.13866978014169293,0.04980843342280146,-1.0506434320446216,-0.16233357355692218,0.04369960824889101,-0.9580960523962456,-0.11923547739046604,0.05021276459334057,-0.8140724483452516,-0.07449495481567352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.3126375124261574,-0.16620564463503554,-0.006610438875351708,0.5425844941630027,-0.4343913606614624,-0.035997752069395504,0.5925953935657027,-0.6836041519247017,-0.07914990753489376,0.5094906186830969,-0.8497368006649073,-0.12025987939910858,0.4796515190076422,-0.9028742073655056,-0.02307165384490692,0.5331554071555344,-1.343511973940928,-0.06552346739505249,0.563604307927716,-1.6350891193274668,-0.10655573561736219,0.598087208171792,-1.8673872898249433,-0.14445860993713622,0.2915350901384885,-0.9565601346585291,-0.061540168904122165,0.2856275293659608,-1.2213901422851845,-0.1299050909547595,0.26730555976366344,-1.0829565818839397,-0.15301350163775887,0.25302029318492075,-0.9052527320373694,-0.15496325052615442,0.10389478675618802,-0.933553811212705,-0.09898008347038897,0.10975188123105553,-1.1517607700617274,-0.14916250820620766,0.10494736953595701,-1.0401617622573842,-0.11870423887653636,0.09499078956008852,-0.8717016559322328,-0.08645994511856822,-0.06628658079272953,-0.8630127412904468,-0.13866978014169293,-0.04980843342280146,-1.0506434320446216,-0.16233357355692218,-0.04369960824889101,-0.9580960523962456,-0.11923547739046604,-0.05021276459334057,-0.8140724483452516,-0.07449495481567352
1,0.0,0.0,0.0,-0.3211132435129771,-0.1420416382404799,-0.017101111069281066,-0.5813497175855118,-0.4027089978582646,-0.050494090464129435,-0.6292469173814129,-0.6655669521511044,-0.0950803775781234,-0.538707949591878,-0.8468634483432136,-0.1364670491697478,-0.4724148677837927,-0.9098965162141543,-0.04761609479536715,-0.5332801012147024,-1.3764467261787343,-0.08810896435786081,-0.5693594387044134,-1.662485823951556,-0.12173278816981802,-0.6062618860634876,-1.8786793725482909,-0.15506210272489498,-0.2769842656417439,-0.9608744541233802,-0.08252514601396216,-0.27448687546992606,-1.2196639384596595,-0.1543190628946704,-0.25834768634957933,-1.0787297571343226,-0.169229959297319,-0.2501792562482741,-0.9097883271517797,-0.1690168938780099,-0.08989295125570143,-0.9364103193129327,-0.11600033652742107,-0.10120790590307224,-1.1566536308237427,-0.16534883257664987,-0.09439667173409198,-1.0423183696404936,-0.12260215899632769,-0.08873342640564019,-0.8794691998274037,-0.0871497899841693,0.07648561390632444,-0.868170457950187,-0.1536242424151025,0.062225547203648875,-1.0585473525647708,-0.17339258803439012,0.05720301808032638,-0.9576449950222955,-0.12306192353841468,0.060225140793863215,-0.8191028208627747,-0.07643716800345292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.3211132435129771,-0.1420416382404799,-0.017101111069281066,0.5813497175855118,-0.4027089978582646,-0.050494090464129435,0.6292469173814129,-0.6655669521511044,-0.0950803775781234,0.538707949591878,-0.8468634483432136,-0.1364670491697478,0.4724148677837927,-0.9098965162141543,-0.04761609479536715,0.5332801012147024,-1.3764467261787343,-0.08810896435786081,0.5693594387044134,-1.662485823951556,-0.12173278816981802,0.6062618860634876,-1.8786793725482909,-0.15506210272489498,0.2769842656417439,-0.9608744541233802,-0.08252514601396216,0.27448687546992606,-1.2196639384596595,-0.1543190628946704,0.25834768634957933,-1.0787297571343226,-0.169229959297319,0.2501792562482741,-0.9097883271517797,-0.1690168938780099,0.08989295125570143,-0.9364103193129327,-0.11600033652742107,0.10120790590307224,-1.1566536308237427,-0.16534883257664987,0.09439667173409198,-1.0423183696404936,-0.12260215899632769,0.08873342640564019,-0.8794691998274037,-0.0871497899841693,-0.07648561390632444,-0.868170457950187,-0.1536242424151025,-0.062225547203648875,-1.0585473525647708,-0.17339258803439012,-0.05720301808032638,-0.9576449950222955,-0.12306192353841468,-0.060225140793863215,-0.8191028208627747,-0.07643716800345292
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2822420392331881,-0.15900950112477225,-0.052235229885538706,-0.5079751357430473,-0.3901232729694451,-0.1062946772180305,-0.5474759661237326,-0.6282693619903815,-0.17635950454267804,-0.44778882081670374,-0.7912810936674803,-0.24939493203487537,-0.41538594784001953,-0.9680040356931309,-0.05661859540603892,-0.45567142205412214,-1.4023372176035387,-0.1566789840392781,-0.46150307006468766,-1.704845373260729,-0.23975083274152975,-0.4747380848721994,-1.9404053588647863,-0.3016974111709062,-0.21131534204330008,-0.9774179383544805,-0.09745239153989474,-0.25490592327996187,-1.052586939151846,-0.27582575984722224,-0.2573516295430693,-0.7509974427930372,-0.3223914996005823,-0.2520912946257744,-0.4976942350736653,-0.31234362553829254,-0.02231281519164998,-0.924502190319892,-0.14867535863196873,-0.0708814175883469,-0.9536124157616894,-0.2871895533361796,-0.10691729483633446,-0.6885556567080474,-0.24919455460355872,-0.12362364446535164,-0.4751428662765805,-0.18691312744298674,0.15341579893975507,-0.8162110090502189,-0.20839157480925846,0.1013248082110902,-0.8163389467163183,-0.2888614608382186,0.037070926394625704,-0.5943546365461327,-0.24655920202275491,0.0037475707799006805,-0.43724444756654207,-0.18845639453343258
1,-0.0,0.0,0.0,0.2822420392331881,-0.15900950112477225,-0.052235229885538706,0.5079751357430473,-0.3901232729694451,-0.1062946772180305,0.5474759661237326,-0.6282693619903815,-0.17635950454267804,0.44778882081670374,-0.7912810936674803,-0.24939493203487537,0.41538594784001953,-0.9680040356931309,-0.05661859540603892,0.45567142205412214,-1.4023372176035387,-0.1566789840392781,0.46150307006468766,-1.704845373260729,-0.23975083274152975,0.4747380848721994,-1.9404053588647863,-0.3016974111709062,0.21131534204330008,-0.9774179383544805,-0.09745239153989474,0.25490592327996187,-1.052586939151846,-0.27582575984722224,0.2573516295430693,-0.7509974427930372,-0.3223914996005823,0.2520912946257744,-0.4976942350736653,-0.31234362553829254,0.02231281519164998,-0.924502190319892,-0.14867535863196873,0.0708814175883469,-0.9536124157616894,-0.2871895533361796,0.10691729483633446,-0.6885556567080474,-0.24919455460355872,0.12362364446535164,-0.4751428662765805,-0.18691312744298674,-0.15341579893975507,-0.8162110090502189,-0.20839157480925846,-0.1013248082110902,-0.8163389467163183,-0.2888614608382186,-0.037070926394625704,-0.5943546365461327,-0.24655920202275491,-0.0037475707799006805,-0.43724444756654207,-0.18845639453343258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
